Bidder Group,Profile ID,profit_llm,reserve_price_llm
S.1,B1,0,50
S.1,B1,25,25
S.1,B1,36,22
S.1,B1,83,22
S.1,B1,55,22
S.1,B1,22,22
S.1,B1,68,22
S.1,B1,22,22
S.1,B1,22,22
S.1,B1,0,22
S.1,B1,0,22
S.1,B1,44,20
S.1,B1,20,20
S.1,B1,88,20
S.1,B1,37,20
S.1,B1,21,20
S.1,B1,59,20
S.1,B1,66,20
S.1,B1,20,20
S.1,B1,70,20
S.1,B1,0,20
S.1,B1,21,20
S.1,B1,29,20
S.1,B1,41,20
S.1,B1,20,20
S.1,B1,70,20
S.1,B1,83,20
S.1,B1,64,20
S.1,B1,80,20
S.1,B1,83,20
S.1,B1,42,20
S.1,B1,20,20
S.1,B1,0,20
S.1,B1,66,20
S.1,B1,0,20
S.1,B1,64,20
S.1,B1,0,20
S.1,B1,24,20
S.1,B1,20,20
S.1,B1,0,20
S.1,B1,88,20
S.1,B1,36,20
S.1,B1,0,20
S.1,B1,20,20
S.1,B1,59,20
S.1,B1,20,20
S.1,B1,31,20
S.1,B1,36,20
S.1,B1,0,20
S.1,B1,66,20
S.1,B1,0,20
S.1,B1,47,20
S.1,B1,20,20
S.1,B1,47,20
S.1,B1,0,20
S.1,B1,20,20
S.1,B1,49,20
S.1,B1,36,20
S.1,B1,0,20
S.1,B1,57,20
S.2,B2,0,45
S.2,B2,25,25
S.2,B2,25,25
S.2,B2,25,25
S.2,B2,46,25
S.2,B2,64,25
S.2,B2,0,25
S.2,B2,20,20
S.2,B2,20,20
S.2,B2,41,25
S.2,B2,94,25
S.2,B2,0,20
S.2,B2,70,20
S.2,B2,20,20
S.2,B2,0,20
S.2,B2,24,20
S.2,B2,0,20
S.2,B2,15,15
S.2,B2,0,15
S.2,B2,15,15
S.2,B2,39,25
S.2,B2,29,25
S.2,B2,70,25
S.2,B2,0,15
S.2,B2,0,25
S.2,B2,23,23
S.2,B2,42,23
S.2,B2,94,23
S.2,B2,0,15
S.2,B2,73,25
S.2,B2,42,25
S.2,B2,41,25
S.2,B2,25,25
S.2,B2,25,25
S.2,B2,83,25
S.2,B2,0,20
S.2,B2,0,15
S.2,B2,0,15
S.2,B2,25,25
S.2,B2,64,25
S.2,B2,55,25
S.2,B2,0,25
S.2,B2,59,20
S.2,B2,0,15
S.2,B2,25,25
S.2,B2,44,25
S.2,B2,42,25
S.2,B2,0,15
S.2,B2,15,15
S.2,B2,25,25
S.2,B2,26,25
S.2,B2,83,25
S.2,B2,59,25
S.2,B2,0,25
S.2,B2,68,25
S.2,B2,41,25
S.2,B2,0,15
S.2,B2,41,25
S.2,B2,78,25
S.2,B2,55,25
S.3,B3,0,35
S.3,B3,49,25
S.3,B3,64,25
S.3,B3,0,15
S.3,B3,0,13
S.3,B3,5,5
S.3,B3,0,5
S.3,B3,0,15
S.3,B3,0,5
S.3,B3,70,25
S.3,B3,16,15
S.3,B3,91,25
S.3,B3,42,16
S.3,B3,33,16
S.3,B3,83,16
S.3,B3,5,5
S.3,B3,37,16
S.3,B3,57,16
S.3,B3,0,5
S.3,B3,59,15
S.3,B3,88,15
S.3,B3,5,5
S.3,B3,39,25
S.3,B3,0,5
S.3,B3,36,16
S.3,B3,0,5
S.3,B3,5,5
S.3,B3,0,5
S.3,B3,66,15
S.3,B3,5,5
S.3,B3,5,5
S.3,B3,73,25
S.3,B3,5,5
S.3,B3,44,25
S.3,B3,34,25
S.3,B3,0,5
S.3,B3,5,5
S.3,B3,0,5
S.3,B3,83,25
S.3,B3,0,5
S.3,B3,19,16
S.3,B3,59,16
S.3,B3,5,5
S.3,B3,5,5
S.3,B3,31,16
S.3,B3,5,5
S.3,B3,41,16
S.3,B3,0,5
S.3,B3,73,25
S.3,B3,42,16
S.3,B3,47,16
S.3,B3,66,25
S.3,B3,0,5
S.3,B3,83,25
