Bidder Group,Profile ID,profit_llm,reserve_price_llm
S.1,B1,0,75
S.1,B1,45,45
S.1,B1,36,35
S.1,B1,83,35
S.1,B1,55,35
S.1,B1,35,35
S.1,B1,68,35
S.1,B1,35,35
S.1,B1,35,35
S.1,B1,0,35
S.1,B1,0,25
S.1,B1,44,40
S.1,B1,40,40
S.1,B1,88,40
S.1,B1,40,40
S.1,B1,0,40
S.1,B1,59,35
S.1,B1,66,35
S.1,B1,35,35
S.1,B1,70,35
S.1,B1,0,35
S.1,B1,35,35
S.1,B1,35,35
S.1,B1,41,35
S.1,B1,35,35
S.1,B1,70,35
S.1,B1,83,35
S.1,B1,64,35
S.1,B1,80,35
S.1,B1,83,35
S.1,B1,42,35
S.1,B1,35,35
S.1,B1,0,35
S.1,B1,66,35
S.1,B1,0,35
S.1,B1,64,35
S.1,B1,0,35
S.1,B1,35,35
S.1,B1,35,35
S.1,B1,0,35
S.1,B1,88,35
S.1,B1,36,35
S.1,B1,0,35
S.1,B1,0,35
S.1,B1,59,35
S.1,B1,35,35
S.1,B1,35,35
S.1,B1,36,35
S.1,B1,0,35
S.1,B1,66,35
S.1,B1,0,30
S.1,B1,47,35
S.1,B1,0,35
S.1,B1,47,35
S.1,B1,0,35
S.1,B1,0,35
S.1,B1,49,35
S.1,B1,36,35
S.1,B1,0,35
S.1,B1,57,35
S.2,B2,0,95
S.2,B2,75,75
S.2,B2,0,70
S.2,B2,0,65
S.2,B2,60,60
S.2,B2,64,60
S.2,B2,0,55
S.2,B2,0,45
S.2,B2,35,35
S.2,B2,41,30
S.2,B2,94,35
S.2,B2,0,35
S.2,B2,70,35
S.2,B2,35,35
S.2,B2,0,35
S.2,B2,35,35
S.2,B2,0,35
S.2,B2,30,30
S.2,B2,0,30
S.2,B2,25,25
S.2,B2,45,45
S.2,B2,35,35
S.2,B2,70,35
S.2,B2,0,35
S.2,B2,0,35
S.2,B2,35,35
S.2,B2,42,40
S.2,B2,94,45
S.2,B2,0,35
S.2,B2,73,35
S.2,B2,42,35
S.2,B2,41,35
S.2,B2,35,35
S.2,B2,35,35
S.2,B2,83,35
S.2,B2,0,35
S.2,B2,0,30
S.2,B2,0,30
S.2,B2,35,35
S.2,B2,64,35
S.2,B2,55,35
S.2,B2,0,35
S.2,B2,59,35
S.2,B2,0,35
S.2,B2,35,35
S.2,B2,44,35
S.2,B2,42,35
S.2,B2,0,35
S.2,B2,30,30
S.2,B2,35,35
S.2,B2,35,35
S.2,B2,83,35
S.2,B2,59,35
S.2,B2,0,35
S.2,B2,68,35
S.2,B2,41,35
S.2,B2,0,35
S.2,B2,41,35
S.2,B2,78,35
S.2,B2,55,35
S.3,B3,0,65
S.3,B3,60,60
S.3,B3,64,55
S.3,B3,0,35
S.3,B3,0,20
S.3,B3,15,15
S.3,B3,0,15
S.3,B3,0,30
S.3,B3,0,25
